Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,,8.9396682487645,FY-18
GE.N,5440101010,15.04,17.425304006004,FY-18
MMM.N,5440101010,28.81,31.1120845425177,FY-18
TECK.N,5120108010,,,FY-18
WMT.N,5430102010,20.86,22.537331082897,FY-18
CLB.N,5220304024,,13.6457044907818,FY-18
BN.N,5510202010,19.76,,FY-18
XOM.N,5010203010,25.46,25.4025729493738,FY-18
CU.TO,5910401010,11.99,16.9593232010231,FY-18
SAP.TO,5410202010,17.64,18.7768003853311,FY-18
IGM.TO,5510202010,,19.8521761895782,FY-18
L.TO,5430102010,17.88,19.1607284243864,FY-18
WN.TO,5430102010,16.14,14.7817207046209,FY-18
MDLZ.OQ,5410202010,10.77,9.13399839154019,FY-18
TA.TO,5910102010,6.08,6.4621011989433,FY-18
CP.TO,5240503010,9.07,10.7660075946052,FY-18
TRP.TO,5010303010,11.71,15.5444523752875,FY-18
IMO.TO,5010203010,30.61,34.5832982219601,FY-18
ENB.TO,5010303010,13.06,17.6268130787511,FY-18
HKLD.SI,6010101010,38.1685,38.1736357674303,FY-18
CNR.TO,5240503010,13.55,,FY-18
SU.TO,5010201010,19.68,24.4545454545455,FY-18
HON.OQ,5440101010,12.67,11.3370638278513,FY-18
ADM.N,5410202010,,12.9482419942662,FY-18
CSX.OQ,5240503011,6.14,6.30515121804058,FY-18
CPB.N,5410202010,55.67,60.0746268656716,FY-18
FLR.N,5220102010,13.69,15.0834479568733,FY-18
PEG.N,5910401010,12.64,14.1044974718354,FY-18
ROK.N,5210203010,29.85,25.5092447508618,FY-18
UNP.N,5240503011,5.97,4.83026110600184,FY-18
AES.N,5910101010,25.66,21.8135700697527,FY-18
ATD.TO,5010203012,,23.9069260989065,FY-18
APD.N,5110101015,15.55,15.6760665220535,FY-18
AB.N,5510202011,,15.9047311712293,FY-18
ABM.N,5220304010,,6.79765599650532,FY-18
AEP.OQ,5910101010,,12.2765269388004,FY-18
ARE.TO,5220102010,-40.43,-37.8548953274768,FY-18
ARCH.N,5010101010,,14.0896921206718,FY-18
MERC.OQ,5130102013,,19.3079345798301,FY-18
ACOx.TO,5910401010,,13.2940681531342,FY-18
ATO.N,5910201010,8.47,9.92623582677755,FY-18
BKH.N,5910401010,,7.79945769898238,FY-18
BLX.TO,5910101023,,-0.169805940644814,FY-18
MTZ.N,5220102014,-14.68,-8.71954021293901,FY-18
CMS.N,5910401010,,3.11730926989336,FY-18
TFII.TO,5240503012,,23.3561700911807,FY-18
CWT.N,5910301010,9.05,9.72508545860121,FY-18
CASY.OQ,5430102012,7.83,9.34262336745033,FY-18
CPSH.OQ,5210203010,,60.3948896631823,FY-18
CPK.N,5910201011,,12.6572212429259,FY-18
CTAS.OQ,5220304010,14.28,14.6562814996804,FY-18
CLH.N,5220301010,94.51,-98.2062780269058,FY-18
CLF.N,5120102010,,96.5802790982978,FY-18
CMC.N,5120102010,31.77,36.4703484451874,FY-18
CAG.N,5410202010,14.45,11.5753162131085,FY-18
ED.N,5910101010,8.81,8.14721377161089,FY-18
CXT.N,5210203010,17.59,-14.5413791557611,FY-18
VVI.N,5220304026,,-17.3959692875704,FY-18
D.N,5910101010,,11.5916955017301,FY-18
DCI.N,5220301011,21.07,20.5890815702262,FY-18
DUK.N,5910101010,7.93,13.7069793633443,FY-18
DY.N,5220102023,,4.22990914789899,FY-18
EMR.N,5210203010,20.52,19.4288837272851,FY-18
EMPa.TO,5430102010,10.7,11.3715436733199,FY-18
ETR.N,5910101010,10.54,10.7005475477115,FY-18
FMC.N,5110102010,13.96,23.9808808467054,FY-18
RUS.TO,5120102014,,50.7871444336839,FY-18
ARG.TO,5120105012,30.5,33.3101299390082,FY-18
FI.N,5220304027,14.77,16.5776211475936,FY-18
FLO.N,5410202012,9.55,9.45800374415629,FY-18
FTS.TO,5910101010,8.9,11.2529470013507,FY-18
FCX.N,5120105010,8.9,37.3439347905573,FY-18
GIS.N,5410202010,19.52,22.7023068473087,FY-18
NVRI.N,5220301012,12.33,13.4273269874608,FY-18
HE.N,5910101010,,9.36870645606737,FY-18
HCSG.OQ,5220304016,11.81,11.635491454852,FY-18
HTLD.OQ,5240503012,16.04,17.3262972735268,FY-18
HSY.N,5410202010,49.04,47.5502364946495,FY-18
DINO.N,5010203011,24.51,27.2606712953453,FY-18
HRL.N,5410202016,,17.6132350772988,FY-18
HUBB.N,5210203010,16.38,17.4408117249154,FY-18
JBHT.OQ,5240503012,20.15,18.7017849402143,FY-18
GCARSOA1.MX,5440101010,24.9,23.9875223215308,FY-18
IDA.N,5910101010,7.24,8.62783547931796,FY-18
ITW.N,5440101010,17.56,17.2831116916279,FY-18
IFF.N,5410202026,23.82,23.7213556443037,FY-18
WKC.N,5010203013,14.61,16.8877745616032,FY-18
EME.N,5220102010,3.79,6.13905659872457,FY-18
J.N,5220304010,13.19,12.1252603294535,FY-18
K.N,5410202010,39.46,48.1353367203546,FY-18
KR.N,5430102010,,23.8981146210513,FY-18
SR.N,5910201010,,11.09296273739,FY-18
MDU.N,5910401010,13.2,13.9349101074944,FY-18
MGEE.OQ,5910101010,,11.2562305930643,FY-18
MRTN.OQ,5240503012,10.44,11.2246563505145,FY-18
MKC.N,5410202010,24.3,26.0814639187793,FY-18
MGRC.OQ,5220304018,18.5,19.2989905618498,FY-18
MRU.TO,5430102010,12.582,16.0987570812548,FY-18
NI.N,5910401010,8.93,9.40997500814952,FY-18
NFG.N,5910201010,13.21,20.606906016388,FY-18
NEN.A,6010101010,,13.0742343541944,FY-18
NJR.N,5910201011,,4.09175148377042,FY-18
AGR.N,5910101010,,9.13751026004417,FY-18
NSC.N,5240503011,10.76,12.1608980355472,FY-18
ES.N,5910101010,7.21,3.20910946626591,FY-18
