Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
NFE.OQ,5910201011,,,FY-6
ETRN.N,5010303012,,,FY-6
DOW.N,5110101011,,,FY-6
CTVA.N,5110102010,,,FY-6
ARKO.OQ,5010203012,,,FY-6
GO.OQ,5430102010,,,FY-6
OBDC.N,5510202010,,,FY-6
AMK.N,5510202014,,,FY-6
GFL.TO,5220301012,,,FY-6
AMBP3.SA,5220301010,,,FY-6
MP.N,5120101016,,,FY-6
CARR.N,5210203015,,,FY-6
FOUR.N,5220304027,,,FY-6
LAVV3.SA,6010101010,,,FY-6
VITL.OQ,5430102011,,,FY-6
RAIZ4.SA,5010203010,,,FY-6
WEWKQ.PK,6010101020,,,FY-6
CMIN3.SA,5120102011,,,FY-6
GMAT3.SA,5430102010,,,FY-6
HBRE3.SA,6010101010,,,FY-6
RRRP3.SA,5010201010,,,FY-6
AVO.OQ,5410201014,,,FY-6
NVEI.TO,5220304027,,,FY-6
ARRY.OQ,5020101010,,,FY-6
JSLG3.SA,5240503010,,,FY-6
OWL.N,5510202011,,,FY-6
CNXC.OQ,5220304010,,,FY-6
VITT3.SA,5110102010,,,FY-6
AMPS.N,5910101022,,,FY-6
MNTK.OQ,5910101024,,,FY-6
PAX.OQ,5510202010,,,FY-6
SHLS.OQ,5210203010,,,FY-6
BRCC.N,5410202021,,,FY-6
TTEN3.SA,5410202010,,,FY-6
GGPS3.SA,5220304010,,,FY-6
ASAI3.SA,5430102010,,,FY-6
TASK.OQ,5220304010,,,FY-6
DLO.OQ,5220304027,,,FY-6
ARML3.SA,5220304018,,,FY-6
CBAV3.SA,5120103010,,,FY-6
DTM.N,5010303012,,,FY-6
BRDG.N,5510202014,,,FY-6
SOVO.OQ,5410202026,,,FY-6
SLVM.N,5130102011,,,FY-6
ARIS.N,5220301010,,,FY-6
HRT.N,5220304010,,,FY-6
SLND.A,5220102010,,,FY-6
TPG.OQ,5510202011,,,FY-6
AURE3.SA,5910102012,,,FY-6
RXO.N,5240503012,,,FY-6
CLCO.OL,5010303011,,,FY-6
BAM.N,5510202010,,,FY-6
SSE.L,5910101010,27.41,45.3913388955105,FY-6
NTGY.MC,5910201010,9.104,,FY-6
CARR.PA,5430102012,10.28,7.83688120045865,FY-6
CNA.L,5910401010,46.57,86.9927159209157,FY-6
ERG.MI,5910102012,6.38,5.77653203014672,FY-6
TKAG.DE,5120102010,21.8,14.8372445117335,FY-6
IBE.MC,5910101010,6.805,7.59826763096678,FY-6
ABF.L,5410202010,12.11,15.5655167933476,FY-6
AIRP.PA,5110101010,12.653,12.5767218457844,FY-6
CPI.L,5220304010,69.28,-326.896551724138,FY-6
REP.MC,5010203010,6.479,4.74314953208106,FY-6
ACX.MC,5120102013,4.019,4.00826705079226,FY-6
BEKB.BR,5210203010,9.472,7.38187549727074,FY-6
HEIG.DE,5120201010,4.56,,FY-6
REDE.MC,5910101010,20.653,20.5560347366391,FY-6
FER.MC,5220102010,6.417,6.45216645216645,FY-6
BZU.MI,5120201012,5.476,5.47606404095955,FY-6
EVNV.VI,5910101010,6.8,6.45534092785207,FY-6
AGRV.VI,5410202015,8.93,8.92681360109096,FY-6
SDFGn.DE,5110102010,3.94,3.93664288702219,FY-6
COLR.BR,5430102010,18.27,18.2714159270866,FY-6
ANA.MC,5220102010,3.982,9.44004756753451,FY-6
FCC.MC,5220301010,21.801,-19.8823920574044,FY-6
ACS.MC,5220102010,21.379,9.5620824115773,FY-6
SZGG.DE,5120102013,1.89,1.49453648219951,FY-6
ACE.MI,5910401010,16.422,16.4220338829212,FY-6
A2.MI,5910101010,8.354,,FY-6
VOES.VI,5120102010,3.46,9.58361063688185,FY-6
EMG.L,5510202011,9.1,-13.6796091540242,FY-6
ENEI.MI,5910101010,9.655,7.65120052397327,FY-6
SCYR.MC,5220102010,6.975,6.97529594770703,FY-6
SAVEN.PA,5410202019,8.59,8.59495648604843,FY-6
FOUG.PA,5220102010,12.166,13.890919725106,FY-6
VOPA.AS,5010303015,14.79,24.2226304688032,FY-6
VERB.VI,5910101010,8.4,8.78853576516582,FY-6
ACKB.BR,5220102010,8.32,8.31983098911365,FY-6
TEPRF.PA,5220304010,11.662,11.6653038975198,FY-6
EBRO.MC,5410202014,8.335,8.39057886560287,FY-6
BAMN.AS,5220102010,10.3,5.7580113092157,FY-6
ABGV.VI,5220102010,16.72,17.9055446082952,FY-6
HLAN.AS,5560101010,19.85,12.1397112114623,FY-6
RWEG.DE,5910401010,18.068,-132.77525869085,FY-6
LKOH.MM,5010201010,7.435,,FY-6
SNGS.MM,5010201010,40.96,-1.76731592522404,FY-6
EONGn.DE,5910401010,11.76,70.1443996357487,FY-6
OMVV.VI,5010201010,8.74,-4.44689655172414,FY-6
WBSV.VI,5120201010,4.61,5.27320780159913,FY-6
TTEF.PA,5010201010,8.7,6.26968102357015,FY-6
SIEGn.DE,5210203010,15.46,15.2677279305355,FY-6
ELE.MC,5910101010,15.69,15.6882366021792,FY-6
TSCO.L,5430102010,6.837,0.955921402018056,FY-6
AD.AS,5430102010,13.57,7.58060096812494,FY-6
AKZO.AS,5110101012,15.42,8.19206872746798,FY-6
KDSKF.PK,5440101010,8.75,,FY-6
MT.AS,5120102010,6.42,6.42157128160702,FY-6
SRG.MI,5010303012,14.43,8.3936940775458,FY-6
BP.L,5010203010,2.686,0.118466174789567,FY-6
AAL.L,5120108010,12.42,8.95883096810454,FY-6
SBRY.L,5430102012,6.87,5.86361780318497,FY-6
RIO.L,5120108010,13.309,12.0486958337139,FY-6
ENI.MI,5010201010,-0.649,-1.93679167050585,FY-6
ALBON.PA,5510202010,9.0,9.00017344412734,FY-6
CAIV.VI,6010101020,4.01,8.47619719199179,FY-6
IMFI.VI,6010101010,-6.72,1.77638570134872,FY-6
ENAG.MC,5010303010,17.563,17.2928249958501,FY-6
SIBN.MM,5010201010,10.474,15.9048374608545,FY-6
CHMF.MM,5120102010,26.766,61.4159851298298,FY-6
TATN.MM,5010201010,14.047,,FY-6
EXMR.BR,5010303014,8.55,9.54205102816084,FY-6
SIAG.VI,6010101010,27.97,27.9742527322818,FY-6
HRA.MI,5910401010,8.6,8.68035927391495,FY-6
NG.L,5910401010,16.2,10.6712260118504,FY-6
NLMK.MM,5120102015,17.02,18.3427855919489,FY-6
TRN.MI,5910101010,20.225,18.4679560106181,FY-6
EUAV.BR,5010303010,10.745,10.7572412720546,FY-6
NVTK.MM,5010201010,18.35,18.350488509362,FY-6
ELI.BR,5910101010,7.302,7.30558375634518,FY-6
SHEL.L,5010201010,4.11,2.61786096440281,FY-6
MAGN.MM,5120102010,11.639,11.639185257032,FY-6
LSRG.MM,6010101010,15.909,13.423772515181,FY-6
ROSN.MM,5010201010,13.032,,FY-6
ZUMV.VI,5210203014,15.76,6.84820698252106,FY-6
SRS.MI,5010203011,18.74,21.7223537325925,FY-6
ABDN.L,5510202010,8.82,10.037130195233,FY-6
MSRS.MM,5910101010,7.639,,FY-6
STRV.VI,5220102010,8.92,,FY-6
PRY.MI,5210203012,24.725,18.048422597212,FY-6
UBMV.VI,6010101010,8.86,,FY-6
IMMO.BR,6010101010,20.77,22.454581827596,FY-6
LOTB.BR,5410202012,26.286,26.2883411882871,FY-6
RECT.BR,5110101010,8.56,6.52984515110014,FY-6
WHATS.BR,5410202010,,11.2254928243347,FY-6
