Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
NFE.OQ,5910201011,,,FY-7
ETRN.N,5010303012,,,FY-7
DOW.N,5110101011,,,FY-7
CTVA.N,5110102010,,,FY-7
ARKO.OQ,5010203012,,,FY-7
GO.OQ,5430102010,,,FY-7
OBDC.N,5510202010,,,FY-7
AMK.N,5510202014,,,FY-7
GFL.TO,5220301012,,,FY-7
AMBP3.SA,5220301010,,,FY-7
MP.N,5120101016,,,FY-7
CARR.N,5210203015,,,FY-7
FOUR.N,5220304027,,,FY-7
LAVV3.SA,6010101010,,,FY-7
VITL.OQ,5430102011,,,FY-7
RAIZ4.SA,5010203010,,,FY-7
WEWKQ.PK,6010101020,,,FY-7
CMIN3.SA,5120102011,,,FY-7
GMAT3.SA,5430102010,,,FY-7
HBRE3.SA,6010101010,,,FY-7
RRRP3.SA,5010201010,,,FY-7
AVO.OQ,5410201014,,,FY-7
NVEI.TO,5220304027,,,FY-7
ARRY.OQ,5020101010,,,FY-7
JSLG3.SA,5240503010,,,FY-7
OWL.N,5510202011,,,FY-7
CNXC.OQ,5220304010,,,FY-7
VITT3.SA,5110102010,,,FY-7
AMPS.N,5910101022,,,FY-7
MNTK.OQ,5910101024,,,FY-7
PAX.OQ,5510202010,,,FY-7
SHLS.OQ,5210203010,,,FY-7
BRCC.N,5410202021,,,FY-7
TTEN3.SA,5410202010,,,FY-7
GGPS3.SA,5220304010,,,FY-7
ASAI3.SA,5430102010,,,FY-7
TASK.OQ,5220304010,,,FY-7
DLO.OQ,5220304027,,,FY-7
ARML3.SA,5220304018,,,FY-7
CBAV3.SA,5120103010,,,FY-7
DTM.N,5010303012,,,FY-7
BRDG.N,5510202014,,,FY-7
SOVO.OQ,5410202026,,,FY-7
SLVM.N,5130102011,,,FY-7
ARIS.N,5220301010,,,FY-7
HRT.N,5220304010,,,FY-7
SLND.A,5220102010,,,FY-7
TPG.OQ,5510202011,,,FY-7
AURE3.SA,5910102012,,,FY-7
RXO.N,5240503012,,,FY-7
CLCO.OL,5010303011,,,FY-7
BAM.N,5510202010,,,FY-7
SSE.L,5910101010,30.25,16.1778651961645,FY-7
NTGY.MC,5910201010,10.537,,FY-7
CARR.PA,5430102012,11.825,10.3697407564811,FY-7
CNA.L,5910401010,44.11,-38.1804242269359,FY-7
ERG.MI,5910102012,5.82,1.28136387677169,FY-7
TKAG.DE,5120102010,,10.3811841038118,FY-7
IBE.MC,5910101010,6.3,6.71605128096752,FY-7
ABF.L,5410202010,12.65,12.2317757009346,FY-7
AIRP.PA,5110101010,14.669,14.5500413495836,FY-7
CPI.L,5220304010,61.26,6.89249280669631,FY-7
REP.MC,5010203010,3.236,-5.02770548975871,FY-7
ACX.MC,5120102013,2.34,2.34238298188396,FY-7
BEKB.BR,5210203010,7.412,7.40965742298755,FY-7
HEIG.DE,5120201010,6.4,,FY-7
REDE.MC,5910101010,20.813,19.2209070773129,FY-7
FER.MC,5220102010,12.21,12.2762148337596,FY-7
BZU.MI,5120201012,5.13,5.12794389825616,FY-7
EVNV.VI,5910101010,7.3,6.26228884331593,FY-7
AGRV.VI,5410202015,7.55,7.27702173702684,FY-7
SDFGn.DE,5110102010,13.45,11.9843661136724,FY-7
COLR.BR,5430102010,19.024,19.0235777858741,FY-7
ANA.MC,5220102010,6.017,6.03270552544078,FY-7
FCC.MC,5220301010,12.724,8.27352242043802,FY-7
ACS.MC,5220102010,21.098,20.5442807978834,FY-7
SZGG.DE,5120102013,-1.67,-0.228198286757478,FY-7
ACE.MI,5910401010,11.846,11.8458306354631,FY-7
A2.MI,5910101010,10.641,,FY-7
VOES.VI,5120102010,11.14,12.2882156578699,FY-7
EMG.L,5510202011,14.83,7.35642073564207,FY-7
ENEI.MI,5910101010,9.04,6.87517610594534,FY-7
SCYR.MC,5220102010,25.577,-56.8518037665796,FY-7
SAVEN.PA,5410202019,4.98,4.96761577284921,FY-7
FOUG.PA,5220102010,10.231,10.2311854402361,FY-7
VOPA.AS,5010303015,16.61,14.9803588491347,FY-7
VERB.VI,5910101010,4.7,4.38919558247149,FY-7
ACKB.BR,5220102010,11.342,11.4559665052956,FY-7
TEPRF.PA,5220304010,11.93,11.9296152699075,FY-7
EBRO.MC,5410202014,7.581,7.59201875178209,FY-7
BAMN.AS,5220102010,9.841,1.177190942568,FY-7
ABGV.VI,5220102010,16.27,17.3099678311925,FY-7
HLAN.AS,5560101010,10.69,10.6885640847281,FY-7
RWEG.DE,5910401010,17.0,-25.5987910842463,FY-7
LKOH.MM,5010201010,5.943,,FY-7
SNGS.MM,5010201010,14.401,21.821762544987,FY-7
EONGn.DE,5910401010,8.04,-13.8586824011313,FY-7
OMVV.VI,5010201010,9.836,-10.8427796944308,FY-7
WBSV.VI,5120201010,1.8,2.41648686853657,FY-7
TTEF.PA,5010201010,11.506,5.56491489082396,FY-7
SIEGn.DE,5210203010,15.32,15.3218996593192,FY-7
ELE.MC,5910101010,12.376,12.3325005677947,FY-7
TSCO.L,5430102010,3.54,3.37644135822132,FY-7
AD.AS,5430102010,18.37,16.2430728071852,FY-7
AKZO.AS,5110101012,15.04,15.8546521101515,FY-7
KDSKF.PK,5440101010,6.8,,FY-7
MT.AS,5120102010,-0.95,-23.5933370943318,FY-7
SRG.MI,5010303012,15.939,10.7888316616969,FY-7
BP.L,5010203010,5.66,-6.21623564940201,FY-7
AAL.L,5120108010,3.85,-26.166658912204,FY-7
SBRY.L,5430102012,8.06,8.04698457223001,FY-7
RIO.L,5120108010,10.86,-2.07092809144606,FY-7
ENI.MI,5010201010,0.78,-13.4008544055814,FY-7
ALBON.PA,5510202010,6.65,6.65401415301276,FY-7
CAIV.VI,6010101020,10.8,10.8463975863169,FY-7
IMFI.VI,6010101010,,-3.47265628602274,FY-7
ENAG.MC,5010303010,17.853,17.8517677992285,FY-7
SIBN.MM,5010201010,11.9,9.86684913782826,FY-7
CHMF.MM,5120102010,-16.36,22.2814462712948,FY-7
TATN.MM,5010201010,16.457,,FY-7
EXMR.BR,5010303014,9.92,2.687841419514,FY-7
SIAG.VI,6010101010,13.27,13.2708217205795,FY-7
HRA.MI,5910401010,7.71,7.70985915372303,FY-7
NG.L,5910401010,18.7,14.8998706744523,FY-7
NLMK.MM,5120102015,,,FY-7
TRN.MI,5910101010,20.47,18.341986684753,FY-7
EUAV.BR,5010303010,20.727,20.7373366007026,FY-7
NVTK.MM,5010201010,,9.88035016749387,FY-7
ELI.BR,5910101010,10.365,8.96418158213974,FY-7
SHEL.L,5010201010,6.37,1.15815817609499,FY-7
MAGN.MM,5120102010,-0.43,-0.800894021233004,FY-7
LSRG.MM,6010101010,14.594,15.9093455640131,FY-7
ROSN.MM,5010201010,12.535,,FY-7
ZUMV.VI,5210203014,14.31,3.51527165501043,FY-7
SRS.MI,5010203011,42.249,28.9593674153383,FY-7
ABDN.L,5510202010,12.4,7.79340557989394,FY-7
MSRS.MM,5910101010,5.141,,FY-7
STRV.VI,5220102010,5.28,,FY-7
PRY.MI,5210203012,23.723,17.6276771004942,FY-7
UBMV.VI,6010101010,13.48,,FY-7
IMMO.BR,6010101010,0.409,0.418071094745787,FY-7
LOTB.BR,5410202012,21.725,21.7222642087036,FY-7
RECT.BR,5110101010,5.349,2.18874887683891,FY-7
WHATS.BR,5410202010,9.731,9.73079212692173,FY-7
BYWGnx.DE,5410201026,5.77,6.04009059384075,FY-7
GBFG.DE,5220102010,6.21,,FY-7
BRNKn.DE,6010101020,2.62,2.62193089656705,FY-7
EUKG_p.F,5560101010,11.22,11.2151732875301,FY-7
FHWG.F,5910301013,20.619,13.1192095344905,FY-7
FPE3_p.DE,5110101010,23.77,,FY-7
HNDG.F,5410202030,,13.9871956863212,FY-7
HOTG.DE,5220102010,9.64,9.63794821512151,FY-7
KWSG.DE,5410201026,11.9,11.3941347488302,FY-7
SZUG.DE,5410202022,4.08,3.46732468359468,FY-7
TEGG.DE,6010101050,8.61,14.253776292788,FY-7
2HR.DE,5110101010,12.1,11.8988226344329,FY-7
ECR.MC,5110101010,,4.20844595576482,FY-7
ENOR.MC,5220102010,,14.5095604174631,FY-7
ENC.MC,5130102010,8.974,8.79717530473818,FY-7
TUBA.MC,5120102010,2.9,2.94806630608658,FY-7
PSG.MC,5220304014,23.622,23.6219164000724,FY-7
BOUY.PA,5220102010,6.22,5.12755264329792,FY-7
DANO.PA,5410202010,14.74,10.5505719693852,FY-7
CBLP.PA,5440101010,1.07,1.1374611009765,FY-7
CRIP.PA,5440101010,7.61,7.6138342871361,FY-7
VCTP.PA,5120201012,5.464,5.35777504112715,FY-7
RXL.PA,5210203020,6.053,,FY-7
EDSP.PA,5910101010,28.58,17.4290529451865,FY-7
EEPC.PA,5110101014,6.66,5.96481227165548,FY-7
SGEF.PA,5220102010,13.703,13.7030339561985,FY-7
IMTP.PA,5120105010,13.411,2.68841505355213,FY-7
RUBF.PA,5010203013,11.91,11.9013049190963,FY-7
JCQ.PA,5120102016,18.61,18.5890884448447,FY-7
LEGD.PA,5210203010,16.186,14.9908791418225,FY-7
LINP.PA,5430102012,3.26,-0.643436115985627,FY-7
LOEX.PA,5430102010,3.86,-0.640572355559253,FY-7
MWDP.PA,5560101010,5.518,-5.66706454870994,FY-7
SABL.PA,5410202014,1.77,18.4186368753789,FY-7
SCHN.PA,5210203010,10.444,6.93445046821094,FY-7
