Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,7.16,8.60148032723023,FY-8
GE.N,5440101010,12.92,7.23396360600485,FY-8
MMM.N,5440101010,31.88,32.3805168076835,FY-8
TECK.N,5120108010,2.43,1.94607961723517,FY-8
WMT.N,5430102010,20.84,20.397211526873,FY-8
CLB.N,5220304024,198.0,205.252375486257,FY-8
BN.N,5510202010,16.4,15.5849633574102,FY-8
XOM.N,5010203010,18.094,18.6680903094701,FY-8
CU.TO,5910401010,13.95,16.0417425069773,FY-8
SAP.TO,5410202010,18.22,19.1758349789009,FY-8
IGM.TO,5510202010,17.3,16.2891953850981,FY-8
L.TO,5430102010,12.38,0.535921937408362,FY-8
WN.TO,5430102010,10.06,1.37032085561497,FY-8
MDLZ.OQ,5410202010,9.94,7.2651065316102,FY-8
TA.TO,5910102010,2.2,6.31296171927468,FY-8
CP.TO,5240503010,23.33,23.2312898402455,FY-8
TRP.TO,5010303010,10.23,10.3975900020879,FY-8
IMO.TO,5010203010,13.23,18.0006658106244,FY-8
ENB.TO,5010303010,16.9,11.8973477934071,FY-8
HKLD.SI,6010101010,3.418,4.87968958792466,FY-8
CNR.TO,5240503010,23.43,23.9715399462589,FY-8
SU.TO,5010201010,11.16,6.52066245485184,FY-8
HON.OQ,5440101010,24.99,24.137341988384,FY-8
ADM.N,5410202010,10.57,11.3161007777302,FY-8
CSX.OQ,5240503011,17.78,17.8044834758493,FY-8
CPB.N,5410202010,47.67,44.4592790387183,FY-8
FLR.N,5220102010,20.84,20.8350260008288,FY-8
PEG.N,5910401010,11.77,12.7600554785021,FY-8
ROK.N,5210203010,35.34,33.648700889133,FY-8
UNP.N,5240503011,24.43,24.425897109445,FY-8
AES.N,5910101010,21.78,18.344571029993,FY-8
ATD.TO,5010203012,26.02,23.6719098261479,FY-8
APD.N,5110101015,19.53,12.7719845635931,FY-8
AB.N,5510202011,4.49,11.2940562994164,FY-8
ABM.N,5220304010,9.49,7.09325133859937,FY-8
AEP.OQ,5910101010,10.18,9.64163718804323,FY-8
ARE.TO,5220102010,4.7,4.83550868450406,FY-8
ARCH.N,5010101010,,-28.4772057347842,FY-8
MERC.OQ,5130102013,28.36,28.3608911747235,FY-8
ACOx.TO,5910401010,12.41,13.9349701393497,FY-8
ATO.N,5910201010,10.08,10.0126587538443,FY-8
BKH.N,5910401010,9.6,9.92566876874964,FY-8
BLX.TO,5910101023,,-4.37178517340545,FY-8
MTZ.N,5220102014,,11.3323301308022,FY-8
CMS.N,5910401010,13.64,13.3913531723751,FY-8
TFII.TO,5240503012,19.42,12.9104447329909,FY-8
CWT.N,5910301010,9.26,9.26045918742074,FY-8
CASY.OQ,5430102012,22.89,22.8861325327385,FY-8
CPSH.OQ,5210203010,17.55,10.494137594904,FY-8
CPK.N,5910201011,,12.464966887989,FY-8
CTAS.OQ,5220304010,19.05,19.3334178521727,FY-8
CLH.N,5220301010,6.75,-2.06886226451611,FY-8
CLF.N,5120102010,1.92,68.812192971407,FY-8
CMC.N,5120102010,12.07,4.61617647328191,FY-8
CAG.N,5410202010,18.87,8.94884766722878,FY-8
ED.N,5910101010,9.19,8.79900084605777,FY-8
CXT.N,5210203010,23.43,17.0199609464544,FY-8
VVI.N,5220304026,,10.8358180976761,FY-8
D.N,5910101010,17.27,11.2945639522352,FY-8
DCI.N,5220301011,24.73,23.4194137916289,FY-8
DUK.N,5910101010,7.83,5.98260446444863,FY-8
DY.N,5220102023,,16.9985102818772,FY-8
EMR.N,5210203010,41.2,27.6593406593407,FY-8
EMPa.TO,5430102010,8.88,7.17201715122001,FY-8
ETR.N,5910101010,10.5,9.57955042290576,FY-8
FMC.N,5110102010,35.48,19.1522145362751,FY-8
RUS.TO,5120102014,13.43,13.3802816901408,FY-8
ARG.TO,5120105012,,-9.17712835288468,FY-8
FI.N,5220304027,24.77,21.9186046511628,FY-8
FLO.N,5410202012,17.47,15.9818445794511,FY-8
FTS.TO,5910101010,5.24,5.35944344241175,FY-8
FCX.N,5120105010,10.2,-7.24101884194692,FY-8
GIS.N,5410202010,30.75,21.181979794476,FY-8
NVRI.N,5220301012,,-5.11425062834976,FY-8
HE.N,5910101010,9.85,9.55918494287226,FY-8
HCSG.OQ,5220304016,7.79,7.79003624060338,FY-8
HTLD.OQ,5240503012,19.41,19.4074853587116,FY-8
