Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,,9.61529788481486,FY-17
GE.N,5440101010,16.7,15.7578123935912,FY-17
MMM.N,5440101010,32.77,29.952341982381,FY-17
TECK.N,5120108010,25.92,32.5210456357997,FY-17
WMT.N,5430102010,20.8,22.0519270330613,FY-17
CLB.N,5220304024,22.75,15.6800221479015,FY-17
BN.N,5510202010,26.89,60.9884596086302,FY-17
XOM.N,5010203010,30.49,32.8321454126437,FY-17
CU.TO,5910401010,,13.8855615958721,FY-17
SAP.TO,5410202010,14.22,14.1334972537083,FY-17
IGM.TO,5510202010,19.81,20.7024289201247,FY-17
L.TO,5430102010,15.65,13.2035398230089,FY-17
WN.TO,5430102010,13.87,15.0260792364887,FY-17
MDLZ.OQ,5410202010,10.76,9.75060500134445,FY-17
TA.TO,5910102010,6.834,6.99818804107107,FY-17
CP.TO,5240503010,12.64,18.0433873184725,FY-17
TRP.TO,5010303010,11.82,17.5586377169414,FY-17
IMO.TO,5010203010,38.46,40.1389424932459,FY-17
ENB.TO,5010303010,12.58,13.6900291774902,FY-17
HKLD.SI,6010101010,3.027,33.1800871168509,FY-17
CNR.TO,5240503010,16.82,,FY-17
SU.TO,5010201010,20.46,21.2146194009343,FY-17
HON.OQ,5440101010,16.05,14.018351957845,FY-17
ADM.N,5410202010,,14.3864548228017,FY-17
CSX.OQ,5240503011,9.56,9.75279376904843,FY-17
CPB.N,5410202010,42.81,47.3996050032916,FY-17
FLR.N,5220102010,13.94,14.9527416177723,FY-17
PEG.N,5910401010,14.779,13.9384667686554,FY-17
ROK.N,5210203010,39.2,28.6827572674011,FY-17
UNP.N,5240503011,6.624,7.78393141643275,FY-17
AES.N,5910101010,36.69,22.1676389315321,FY-17
ATD.TO,5010203012,20.31,22.5032516709744,FY-17
APD.N,5110101015,16.4,15.3735677702096,FY-17
AB.N,5510202011,,18.6198168823156,FY-17
ABM.N,5220304010,10.333,9.48798970032252,FY-17
AEP.OQ,5910101010,,8.94165767198773,FY-17
ARE.TO,5220102010,-1.07,,FY-17
ARCH.N,5010101010,,1.99148776786235,FY-17
MERC.OQ,5130102013,-78.76,-70.2261415559974,FY-17
ACOx.TO,5910401010,11.19,11.6414435389988,FY-17
ATO.N,5910201010,8.964,9.09005328378229,FY-17
BKH.N,5910401010,,4.44749730319453,FY-17
BLX.TO,5910101023,12.76,13.3461596881171,FY-17
MTZ.N,5220102014,-8.14,11.5067591623602,FY-17
CMS.N,5910401010,8.79,-6.87300864815658,FY-17
TFII.TO,5240503012,37.2,31.4873404074393,FY-17
CWT.N,5910301010,9.26,9.30966767891104,FY-17
CASY.OQ,5430102012,11.946,12.523089667015,FY-17
CPSH.OQ,5210203010,,11.9782971619366,FY-17
CPK.N,5910201011,,13.1501158424543,FY-17
CTAS.OQ,5220304010,15.63,15.419970832031,FY-17
CLH.N,5220301010,21.91,40.0050515415095,FY-17
CLF.N,5120102010,43.86,50.7251766455932,FY-17
CMC.N,5120102010,29.21,34.2580549284911,FY-17
CAG.N,5410202010,15.24,9.75035228300418,FY-17
ED.N,5910101010,10.01,10.3731551099972,FY-17
CXT.N,5210203010,18.06,19.2010094651472,FY-17
VVI.N,5220304026,,9.66059337650005,FY-17
D.N,5910101010,,9.41208816386381,FY-17
DCI.N,5220301011,24.19,24.6975503491634,FY-17
DUK.N,5910101010,10.183,,FY-17
DY.N,5220102023,,3.8415143756022,FY-17
EMR.N,5210203010,22.39,23.6466503793236,FY-17
EMPa.TO,5430102010,10.28,16.1395677970715,FY-17
ETR.N,5910101010,,11.6153498189275,FY-17
FMC.N,5110102010,17.93,11.757014437483,FY-17
RUS.TO,5120102014,22.29,25.0384066249293,FY-17
ARG.TO,5120105012,28.43,36.3313310786937,FY-17
FI.N,5220304027,17.82,18.0511084931261,FY-17
FLO.N,5410202012,12.28,11.6176943521349,FY-17
FTS.TO,5910101010,9.74,12.3872104448786,FY-17
FCX.N,5120105010,50.73,231.732501242805,FY-17
GIS.N,5410202010,19.7,17.2082459818309,FY-17
NVRI.N,5220301012,15.76,15.1359573266737,FY-17
HE.N,5910101010,,10.4996961988816,FY-17
HCSG.OQ,5220304016,12.89,13.6583900465985,FY-17
HTLD.OQ,5240503012,16.6,17.4825004801883,FY-17
HSY.N,5410202010,57.488,45.3727498070567,FY-17
DINO.N,5010203011,44.253,44.5440819109202,FY-17
HRL.N,5410202016,16.1,16.9849812106693,FY-17
HUBB.N,5210203010,16.52,16.9995881383855,FY-17
JBHT.OQ,5240503012,25.37,24.7096649234941,FY-17
GCARSOA1.MX,5440101010,,25.1424786341816,FY-17
IDA.N,5910101010,6.66,8.43013921064628,FY-17
ITW.N,5440101010,19.81,19.5121356512123,FY-17
IFF.N,5410202026,21.091,21.1482533461421,FY-17
WKC.N,5010203013,11.21,14.6199132601273,FY-17
EME.N,5220102010,7.11,10.3111147336935,FY-17
J.N,5220304010,13.62,15.2092279858509,FY-17
K.N,5410202010,42.93,43.1808672289634,FY-17
KR.N,5430102010,21.82,23.9664984430366,FY-17
SR.N,5910201010,,11.9212857629472,FY-17
MDU.N,5910401010,13.42,14.9383721438985,FY-17
MGEE.OQ,5910101010,,9.4097466572836,FY-17
MRTN.OQ,5240503012,12.92,13.8520553396824,FY-17
MKC.N,5410202010,27.99,25.4428267045455,FY-17
MGRC.OQ,5220304018,20.566,22.3447203693921,FY-17
MRU.TO,5430102010,14.94,15.6312749065522,FY-17
NI.N,5910401010,7.873,5.83944609623358,FY-17
NFG.N,5910201010,13.36,13.8124942717286,FY-17
NEN.A,6010101010,,25.555729492799,FY-17
NJR.N,5910201011,,41.8807338583807,FY-17
AGR.N,5910101010,,9.33270808347413,FY-17
NSC.N,5240503011,12.52,14.8384107494498,FY-17
ES.N,5910101010,4.5,-10.8421301340303,FY-17
XEL.OQ,5910101010,,9.33740183331599,FY-17
NTRS.OQ,5510202010,16.229,16.8150886935505,FY-17
NWN.N,5910201011,9.91,10.0651868366209,FY-17
NWE.OQ,5910401010,8.35,8.50784128059274,FY-17
NUE.N,5120102010,30.62,33.804522585339,FY-17
MX.TO,5110101010,23.57,17.4589916145185,FY-17
OLN.N,5110101010,,28.6773162939297,FY-17
PPG.N,5110101012,25.414,15.6981132075472,FY-17
PCG.N,5910101010,,11.3936029272601,FY-17
PAAS.TO,5120101011,0.521,-10.5957157710223,FY-17
PKI.TO,5010203010,42.975,44.1440883977901,FY-17
EXC.OQ,5910101010,,9.67638918458591,FY-17
WTRG.N,5910301010,11.23,11.6930078747834,FY-17
PPC.OQ,5410202016,,24.6887802496466,FY-17
TROW.OQ,5510202010,21.16,23.0850575426916,FY-17
PNM.N,5910101010,,4.18575142103956,FY-17
KWR.N,5110101010,1.59,2.87447372797535,FY-17
RPM.N,5110101012,18.16,-7.76144789375051,FY-17
RRX.N,5210203010,10.73,11.7279490800261,FY-17
ROL.N,5220304020,30.42,39.0804063860668,FY-17
R.N,5240503010,14.33,14.8176679031513,FY-17
EIX.N,5910101010,15.7,17.4826279216677,FY-17
SEIC.OQ,5510202014,44.66,45.6243111321052,FY-17
SJW.N,5910301011,11.15,11.4766460237678,FY-17
ATRL.TO,5220102010,,14.012688153213,FY-17
FSZ.TO,5510202010,,23.4031705955184,FY-17
SVT.A,5210203010,,9.93186869238897,FY-17
SHW.N,5110101012,29.48,29.2153120277031,FY-17
CPLE6.SA,5910101010,9.2,9.43325174166824,FY-17
AOS.N,5210203015,9.63,7.72746157041961,FY-17
SJM.N,5410202010,9.37,8.38607266342367,FY-17
AWR.N,5910301010,4.2,10.2676900218986,FY-17
SO.N,5910101010,,15.1762293127295,FY-17
SWX.N,5910201011,,6.01629174958179,FY-17
SYY.N,5430102010,27.72,29.4375114758369,FY-17
TRNS.OQ,5220304010,41.37,55.1963583056863,FY-17
TSN.N,5410202016,-2.88,-3.92931621117331,FY-17
X.N,5120102010,26.9,25.6101062302613,FY-17
WM.N,5220301010,13.97,19.5501157790275,FY-17
UNF.N,5220304010,8.66,9.06661795124681,FY-17
UTL.N,5910401010,8.59,8.81232487117865,FY-17
URB.TO,5510202011,,55.3821889258154,FY-17
VICR.OQ,5210203010,1.8,1.59711759824239,FY-17
LNT.OQ,5910101010,11.1,2.25514304564266,FY-17
AVA.N,5910401010,5.86,5.90073109885181,FY-17
WSO.N,5210203015,15.54,16.5289411147098,FY-17
WERN.OQ,5240503012,11.42,12.0485198273438,FY-17
WMB.N,5010303010,10.03,9.0721728913458,FY-17
WEC.N,5910101010,10.71,11.7390043499275,FY-17
WOR.N,5120102013,13.55,12.1091347664151,FY-17
FM.TO,5120105012,42.849,65.1285690236766,FY-17
CUPRUM.SN,5510202011,,33.3115365303809,FY-17
ARCB.OQ,5240503010,17.1,19.7324924986014,FY-17
CMIG4.SA,5910101010,28.0,27.7551356863006,FY-17
CMPC.SN,5130102010,,5.15141411162294,FY-17
COPEC.SN,5010203010,10.6,10.0242676129245,FY-17
GGBR4.SA,5120102010,,39.4067968910832,FY-17
CSNA3.SA,5120102010,28.2,30.5503724983544,FY-17
VALE3.SA,5120102011,,49.4682740816182,FY-17
WEGE3.SA,5210203010,,29.5888832093595,FY-17
ENAEX.SN,5110101014,,13.1209158827032,FY-17
GOAU4.SA,5120102010,,37.4038537947237,FY-17
PETR4.SA,5010201010,35.4,33.6965944375342,FY-17
CS.TO,5120105012,,-4.91498070057287,FY-17
AUTLANB.MX,5120105010,,12.1165850891092,FY-17
BIMBOA.MX,5410202012,15.3,15.8582210195744,FY-17
ORBIA.MX,5110101011,,12.8526239622379,FY-17
CEMEXCPO.MX,5120201010,,24.7711310044396,FY-17
ALFAA.MX,5440101010,,8.55472614443745,FY-17
PEOLES.MX,5120108010,,15.4423480421067,FY-17
FEMSAUBD.MX,5430102012,,13.3028792912514,FY-17
WT.N,5510202011,,,FY-17
TKO.TO,5120105010,,85.7634184471079,FY-17
FVI.TO,5120108010,,,FY-17
NATR.OQ,5410202025,,14.8896330704692,FY-17
COLBUN.SN,5910101010,7.4,8.60156816083122,FY-17
ODFL.OQ,5240503012,15.59,16.8007427200709,FY-17
MMS.N,5220304010,0.61,-1.68834548309003,FY-17
CASAGRC1.LM,5410202022,,0.37915600744366,FY-17
AME.N,5210203010,17.46,18.5633128264749,FY-17
VLO.N,5010203010,26.41,30.6575875313997,FY-17
NRG.N,5910101010,8.23,2.33519824860131,FY-17
UGPA3.SA,5010203012,,17.6471473016961,FY-17
BACHOCOB.MX,5410202016,,15.2238292947262,FY-17
CHRW.OQ,5240503010,26.07,29.0326241904271,FY-17
PPL.TO,5010303010,9.46,10.0680507513609,FY-17
CWST.OQ,5220301012,,6.05886107565077,FY-17
ALS.TO,5120108010,,80.8731833805705,FY-17
FE.N,5910101010,,9.51367099955177,FY-17
AMG.N,5510202010,22.77,15.6147279507276,FY-17
INGR.N,5410202010,7.4,7.73480662983425,FY-17
URI.N,5220304018,15.21,17.9157427937916,FY-17
AQN.TO,5910401010,4.81,4.4891467918087,FY-17
AAIC.N,5510202010,8.05,-15.3095066333472,FY-17
AEE.N,5910401010,9.87,9.96382768826044,FY-17
PWR.N,5220102010,4.2,4.21379898096907,FY-17
RBA.TO,5220304010,15.23,26.8579714767913,FY-17
FHI.N,5510202011,18.55,32.2566682897798,FY-17
EGIE3.SA,5910102012,34.3,33.6236051085737,FY-17
BTU.N,5010101010,19.4,14.2710115322366,FY-17
WCC.N,5210203020,24.78,24.5031082729884,FY-17
SRE.N,5910401010,17.07,16.562358276644,FY-17
RSG.N,5220301010,,14.5875858896587,FY-17
RAIL3.SA,5240503010,20.4,20.4583830757483,FY-17
EPD.N,5010303010,,6.33192267435216,FY-17
PAA.OQ,5010303010,18.4,16.577089296365,FY-17
ALA.TO,5910201010,17.34,18.7689234290371,FY-17
TRPL4.SA,5910101010,12.2,12.449902500219,FY-17
CE.N,5110101010,170.32,331.707317073171,FY-17
BLK.N,5510202010,29.24,27.6716777229319,FY-17
NEE.N,5910101010,11.73,11.1939371350478,FY-17
SAPR4.SA,5910301011,,9.63825826555986,FY-17
PX.N,5510202014,,-40.915992354822,FY-17
SPTN.OQ,5430102010,,13.77189128115,FY-17
BRAP4.SA,5120102011,,25.8071900171355,FY-17
NS.N,5010303010,5.4,8.28672688951686,FY-17
RGP.OQ,5220304010,19.09,21.4198228005154,FY-17
CVERDEC1.LM,5120105012,,43.3739015033543,FY-17
GPN.N,5220304027,,18.6158257654573,FY-17
GDI.TO,5220304016,-32.9,-46.2752303493745,FY-17
GLNG.OQ,5010303011,,8.24746454180222,FY-17
XPO.N,5240503010,,-40.6814047852246,FY-17
CHE_u.TO,5110101010,4.51,6.30420420000838,FY-17
WCN.TO,5220301012,,2.15583855904061,FY-17
HEES.OQ,5220304018,,,FY-17
SAIA.OQ,5240503012,12.023,11.4116851955168,FY-17
CMP.N,5110101010,,,FY-17
KEY.TO,5010303010,9.662,9.80145115750163,FY-17
FA.OQ,5220304010,,13.2420049398132,FY-17
WLK.N,5110101010,22.45,25.7234606348841,FY-17
KUT.V,5220304010,,,FY-17
BIP.N,5440101010,,,FY-17
KW.N,6010101010,,,FY-17
IVZ.N,5510202011,,,FY-17
VMC.N,5120201010,16.17,16.5939824825008,FY-17
EMA.TO,5910101010,8.94,9.03440621531631,FY-17
CENT.OQ,5410202031,8.96,10.2835774873542,FY-17
