Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
LQAG.DE,5510202010,,-0.315623356128353,FY-3
TX.N,5120102013,8.68,8.67777733350148,FY-3
DRX.L,5910101010,6.61,-0.547697693458683,FY-3
IMPN.S,5220102010,6.0,5.28074259162625,FY-3
KZRUI.RTS,5010101010,36.03,,FY-3
B8AG.DE,5560101010,79.482,0.661574414917967,FY-3
VESTUM.ST,5220102010,,,FY-3
BPM.L,5510202010,,9.52692325238363,FY-3
VALS.MI,5410202010,10.2,10.4698273525963,FY-3
PGHN.S,5510202016,42.289,42.2885338345865,FY-3
PATGn.DE,6010101010,4.5,4.50045265007787,FY-3
REN.MC,6010101010,29.89,24.9248177786839,FY-3
CATE.ST,6010101010,8.667,21.0513640898614,FY-3
MGNT.MM,5430102010,0.02,4.77048486326595,FY-3
DIOS.ST,6010101010,10.39,12.8391711889492,FY-3
B7EG.DE,5510202016,,4.22428702989645,FY-3
TEL.N,5210203013,14.25,-2.59610083696687,FY-3
ALUPG.PA,5210203010,14.825,-3.58573847425557,FY-3
GAMQ.MC,5220304018,,238.89286993909,FY-3
AUSS.OL,5410202018,13.05,10.4955293724409,FY-3
O4BG.DE,5510202010,12.23,12.2274039529203,FY-3
OGKB.MM,5910101012,6.69,9.08549621221264,FY-3
H5EG.DE,6010101050,15.66,15.6686142438418,FY-3
ASHM.L,5510202011,21.43,21.4285714285714,FY-3
AER.N,5220304018,12.63,12.629636478532,FY-3
MSTSI.RTS,5220102012,110.28,6.76064087056704,FY-3
WXFB.VI,5220102011,45.649,45.6499541435992,FY-3
GEMD.L,5120101013,2.73,4.49083541859845,FY-3
VZN.S,5510202011,19.25,19.2472332231772,FY-3
SERIT.MI,5220304010,,6.64135220590408,FY-3
ANNEb.ST,6010101010,,,FY-3
B7C.MI,5010303010,-7.98,-7.98106139679447,FY-3
SRET.L,6010101010,,12.850257107278,FY-3
GSFG.OL,5410201019,21.27,15.6476217514344,FY-3
NMAN.ST,5220301011,17.179,17.2821552944778,FY-3
HFG.L,5410202010,20.77,18.2781552136828,FY-3
OGN.I,5410201011,9.98,6.03465696291963,FY-3
FXPO.L,5120102011,36.289,36.2920373897189,FY-3
SLRS.MC,5910102012,13.029,13.1097393539317,FY-3
TRNF_p.MM,5010303013,10.77,11.5614654922952,FY-3
CEZP.PR,5910101010,5.919,5.92112580898983,FY-3
BMCP.WA,5010101010,,-35.4408260524226,FY-3
ALRS.MM,5120101013,34.69,34.6850270487772,FY-3
LOOMIS.ST,5220304010,20.77,18.2746752525813,FY-3
CLOEb.ST,5410202023,12.59,12.1984078383344,FY-3
ESUN.S,5910101022,,7.192,FY-3
INF.L,5220304026,11.199,3.62558768064934,FY-3
ATC.WA,5130102011,,13.9764150425288,FY-3
PGE.WA,5910101010,4.91,-8.89952368113597,FY-3
FEES.MM,5910101010,9.53,9.95041339407132,FY-3
BURF.L,5510202010,14.65,20.7548928817815,FY-3
STNG.N,5010303014,-2.46,-2.54140394617297,FY-3
BAKKA.OL,5410201019,15.839,13.0622029932573,FY-3
ORON.S,5410202010,37.5,37.4955353953854,FY-3
JSW.WA,5010101010,7.599,7.60248056767767,FY-3
CHRH.CO,5410202026,27.87,27.4050408235712,FY-3
DR0G.DE,5120108010,0.31,0.473719242696878,FY-3
LYB.N,5110101010,37.13,37.1236544451123,FY-3
MBR.WA,5220301012,,20.5086222209909,FY-3
MRKV.MM,5910101010,,10.0763092485237,FY-3
JUP.L,5510202011,21.329,19.8689426421811,FY-3
MLGP.WA,6010101040,,14.752093469038,FY-3
IVS.MI,5430102014,5.93,5.92847813719441,FY-3
GLEN.L,5120108010,5.679,-0.939403804120355,FY-3
AGRO.N,5410202022,3.93,-0.075247148381626,FY-3
APAM.AS,5120102013,5.45,6.00527490363157,FY-3
STEFb.ST,6010101040,8.76,8.76132930513595,FY-3
ISS.CO,5220304010,14.009,9.26303991033185,FY-3
BOWP.WA,5120102010,,3.08287344191283,FY-3
CAML.L,5120105012,15.63,15.6171648987464,FY-3
AMAV.VI,5120103011,6.23,6.23174137031545,FY-3
FREN.S,6010101010,6.2,5.98333158340999,FY-3
APPS.MC,5220304010,14.14,7.26439188293951,FY-3
HTRO.ST,5210203010,11.61,12.5495993226143,FY-3
SBOS.OL,6010101050,20.2,20.1980006752057,FY-3
ALNG.OL,5010303010,-5.71,-7.41804087638393,FY-3
EVRE.L,5120102013,138.87,138.874458874459,FY-3
ORSTED.CO,5910101010,9.189,9.270325633962,FY-3
BKWB.S,5910101010,11.75,11.7465131292507,FY-3
SPIE.PA,5220102010,15.679,10.8748794737514,FY-3
GLOG_pa.N,5240503013,0.0,-14.1230942898051,FY-3
THAJ.J,5120101012,4.019,3.27834933752083,FY-3
DKSH.S,5220304010,10.539,9.90616121904325,FY-3
MAST.BU,5320302010,,14.7923677401443,FY-3
GYC.DE,6010101050,5.049,12.157171207445,FY-3
DUKE.L,5510202010,,-12.1767325043854,FY-3
ZUGN.S,6010101010,3.589,8.69341552024912,FY-3
PKPP.WA,5240503011,4.169,1.04245091793595,FY-3
MSPJ.J,6010101010,,-4.78640570244204,FY-3
ABOG.DE,5910101010,,-0.938573396222797,FY-3
LEGn.DE,6010101050,4.799,15.3213030232013,FY-3
OCI.AS,5110102010,-17.629,-28.3068335588633,FY-3
TAALA.HE,5510202010,8.98,,FY-3
NVGS.N,5010303014,,-1.76324717810264,FY-3
CSTM.N,5120103010,-54.13,,FY-3
TARP.WA,5410202016,15.16,14.3153872558578,FY-3
CAV1V.HE,5220102010,17.93,12.3417721518987,FY-3
VNAn.DE,6010101050,6.219,6.16857361818842,FY-3
GTT.PA,5010303010,75.109,75.1115384313099,FY-3
FLOT.MM,5010303010,,,FY-3
FOXT.L,6010101050,,-6.50418066146053,FY-3
ROSNN.BX,5910101013,,,FY-3
AGAT.MI,5220102021,,-19.465925930767,FY-3
PENP.WA,5910101022,,-2.01638497306074,FY-3
TPFG.L,6010101050,,19.6025500005397,FY-3
VOW.OL,5220301012,15.82,-8.33333333333333,FY-3
GLOP_pa.N,5010303011,6.769,-8.89918452274614,FY-3
NOMD.N,5410202030,10.18,6.66984278227727,FY-3
ANIM.MI,5510202011,14.859,11.7086726105669,FY-3
HIAG.S,6010101010,-9.71,-9.71194579353553,FY-3
FAN.L,5210203015,13.58,5.49672414577551,FY-3
SCST.ST,5410202016,15.97,14.1395908543923,FY-3
TOR.WA,5220102013,,13.8934508076358,FY-3
EQLS.L,5220304027,,-12.1875492289064,FY-3
ELIS.PA,5220304016,8.8,4.73671555662419,FY-3
ABSO.ST,5220301011,,18.85379110761,FY-3
ABL.OL,5220102010,,24.7864068349813,FY-3
RKET.H,5560101010,0.06,-17.4445344712905,FY-3
ENTRA.OL,6010101020,4.915,13.6727542756364,FY-3
MULTI.OL,5220304010,5.98,5.97808319938976,FY-3
HUMBLE.ST,5440101010,,-189.341433392478,FY-3
SBBb.ST,6010101010,11.609,15.778353103728,FY-3
LIFCOb.ST,5560101010,20.62,20.6164383561644,FY-3
KOJAMO.HE,6010101050,30.3,30.2897938957917,FY-3
BRAV.ST,5220102010,16.32,16.31822386679,FY-3
NP3.ST,6010101010,9.66,20.8069620253165,FY-3
SDIPpref.ST,5220102010,15.1,12.7552786431291,FY-3
FC9.DE,6010101030,12.5,12.4506210701454,FY-3
PLANZ.S,6010101010,11.14,6.38005715040568,FY-3
TINCC.BR,5510202010,4.59,6.17293157874475,FY-3
