Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,7.69,8.99174814506622,FY-12
GE.N,5440101010,10.43,10.4060924449788,FY-12
MMM.N,5440101010,28.97,28.7402821261477,FY-12
TECK.N,5120108010,10.03,12.0290812954395,FY-12
WMT.N,5430102010,21.47,22.0919358319545,FY-12
CLB.N,5220304024,51.05,50.95005968087,FY-12
BN.N,5510202010,7.96,11.1831968210202,FY-12
XOM.N,5010203010,23.67,23.6667081054202,FY-12
CU.TO,5910401010,13.8,12.1965600309968,FY-12
SAP.TO,5410202010,22.28,22.0267904798386,FY-12
IGM.TO,5510202010,16.49,17.2637616039624,FY-12
L.TO,5430102010,11.64,11.3674637925227,FY-12
WN.TO,5430102010,,7.7478161792632,FY-12
MDLZ.OQ,5410202010,9.67,8.0051855452925,FY-12
TA.TO,5910102010,7.01,8.5823488533704,FY-12
CP.TO,5240503010,13.8,13.7248077957415,FY-12
TRP.TO,5010303010,8.38,7.98750122058393,FY-12
IMO.TO,5010203010,20.7,21.4396585176562,FY-12
ENB.TO,5010303010,13.39,12.7332601536773,FY-12
HKLD.SI,6010101010,4.711,27.5604997572159,FY-12
CNR.TO,5240503010,17.52,18.6881023226895,FY-12
SU.TO,5010201010,7.71,11.0500266943711,FY-12
HON.OQ,5440101010,20.9,19.910892610232,FY-12
ADM.N,5410202010,,12.1854146093306,FY-12
CSX.OQ,5240503011,17.8,17.9243119266055,FY-12
CPB.N,5410202010,84.011,73.7835153922542,FY-12
FLR.N,5220102010,12.16,10.5106745547099,FY-12
PEG.N,5910401010,16.43,16.9046197274849,FY-12
ROK.N,5210203010,43.45,43.3674105473133,FY-12
UNP.N,5240503011,16.09,16.0861011457007,FY-12
AES.N,5910101010,,8.68317186939361,FY-12
ATD.TO,5010203012,20.85,20.5470684809528,FY-12
APD.N,5110101015,21.99,20.0005289745828,FY-12
AB.N,5510202011,7.58,7.48440307704152,FY-12
ABM.N,5220304010,,8.95745314937854,FY-12
AEP.OQ,5910101010,10.84,9.05014572901876,FY-12
ARE.TO,5220102010,5.9,9.20718700943534,FY-12
ARCH.N,5010101010,,7.97144152259803,FY-12
