Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,,11.510029442291,FY-19
GE.N,5440101010,,18.8423086851267,FY-19
MMM.N,5440101010,30.55,34.6303501945525,FY-19
TECK.N,5120108010,,2.38287560581583,FY-19
WMT.N,5430102010,20.65,21.3350344229936,FY-19
CLB.N,5220304024,,8.68943785288304,FY-19
BN.N,5510202010,,,FY-19
XOM.N,5010203010,18.93,25.1407038817363,FY-19
CU.TO,5910401010,,15.4660456253639,FY-19
SAP.TO,5410202010,18.36,19.5427944084041,FY-19
IGM.TO,5510202010,17.49,19.7801649432562,FY-19
L.TO,5430102010,17.86,19.1740412979351,FY-19
WN.TO,5430102010,17.75,19.9081163859112,FY-19
MDLZ.OQ,5410202010,12.2,12.4314778705714,FY-19
TA.TO,5910102010,10.3,10.3896103896104,FY-19
CP.TO,5240503010,,11.3364578895043,FY-19
TRP.TO,5010303010,9.85,28.2927656687304,FY-19
IMO.TO,5010203010,25.18,,FY-19
ENB.TO,5010303010,8.95,20.0894268551556,FY-19
HKLD.SI,6010101010,-29.1516,-14.2905664649718,FY-19
CNR.TO,5240503010,,11.2001220721752,FY-19
SU.TO,5010201010,,33.4018197828001,FY-19
HON.OQ,5440101010,12.43,13.4730843594179,FY-19
ADM.N,5410202010,,6.7000225428787,FY-19
CSX.OQ,5240503011,6.43,3.05776656946962,FY-19
CPB.N,5410202010,74.22,81.9984139571768,FY-19
FLR.N,5220102010,,16.8357551423609,FY-19
PEG.N,5910401010,,25.6426598682813,FY-19
ROK.N,5210203010,16.54,20.8190730320784,FY-19
UNP.N,5240503011,8.55,11.7365790045642,FY-19
AES.N,5910101010,41.14,,FY-19
ATD.TO,5010203012,,13.3842381104119,FY-19
APD.N,5110101015,,14.7912234850787,FY-19
AB.N,5510202011,,,FY-19
ABM.N,5220304010,8.2,8.47271676470444,FY-19
AEP.OQ,5910101010,,9.57290132547865,FY-19
ARE.TO,5220102010,-11.86,-11.1635991984613,FY-19
ARCH.N,5010101010,,4.58053969803797,FY-19
MERC.OQ,5130102013,,-2.72035233965318,FY-19
ACOx.TO,5910401010,,12.1267799724391,FY-19
ATO.N,5910201010,7.61,8.66178196020444,FY-19
BKH.N,5910401010,,9.22955967180467,FY-19
BLX.TO,5910101023,,0.234866954959176,FY-19
MTZ.N,5220102014,,-8.68412039396192,FY-19
CMS.N,5910401010,7.24,-4.95681562147953,FY-19
TFII.TO,5240503012,,16.0705233782011,FY-19
CWT.N,5910301010,7.83,8.68299300718212,FY-19
CASY.OQ,5430102012,8.29,8.9525864210235,FY-19
CPSH.OQ,5210203010,,-1.65084605860504,FY-19
CPK.N,5910201011,,14.3717611501971,FY-19
CTAS.OQ,5220304010,14.42,15.4036116335309,FY-19
CLH.N,5220301010,-276.51,-141.722078979509,FY-19
CLF.N,5120102010,-15.3,-21.2752114508783,FY-19
